EMP_ID,AGE,GENDER,STATUS,EMPLOYMENT,SUFFICIENT_INCOME,SALARY,TO_DO_COMPLETED,DAILY_STRESS,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,FLOW,DAILY_STEPS,SLEEP_HOURS,LOST_VACATION,PERSONAL_AWARDS,TIME_FOR_HOBBY,HEALTHY_DIET,WORK_LIFE_BALANCE_SCORE
1620,25 to 35,Female,married,checkin_agent,2,High,8,1,10,10,10,10,3,10,9,0,8,5,5,774.1
1621,Less than 25,Male,in a relation,flight_attendant,1,Low,7,3,5,3,9,4,4,3,8,0,10,3,2,663.7
1622,51 or more,Female,in a relation,flight_attendant,1,Medium,3,2,3,10,6,10,3,4,8,0,10,4,4,704.7
1623,Less than 25,Male,in a relation,flight_attendant,1,Low,3,5,8,2,2,3,0,1,6,0,10,0,5,622.1
1624,25 to 35,Male,single,checkin_agent,1,Low,5,1,2,1,0,0,4,2,8,0,3,4,5,656.7
1625,25 to 35,Male,single,checkin_agent,1,Low,8,2,4,5,4,5,6,7,8,4,5,3,2,673
1626,Less than 25,Female,single,flight_attendant,1,Medium,7,2,10,10,10,5,2,3,9,0,3,2,2,675.8
1627,Less than 25,Female,married,checkin_agent,1,Medium,7,2,10,7,10,4,1,3,9,0,4,1,2,665.6
1628,36 to 50,Female,single,flight_attendant,1,Medium,3,3,4,7,4,2,3,2,5,8,2,3,1,601.7
1629,25 to 35,Female,divorced,flight_attendant,1,Medium,6,3,10,10,4,5,2,10,10,0,2,10,1,697.8
1630,36 to 50,Female,divorced,flight_attendant,1,Medium,9,2,10,10,10,7,5,10,8,9,10,2,4,721.2
1631,36 to 50,Male,divorced,checkin_agent,1,Medium,10,5,3,0,5,1,3,3,7,10,2,0,0,563.2
1632,25 to 35,Male,married,checkin_agent,1,Low,6,2,6,10,10,5,3,6,6,0,1,2,1,670.7
1633,36 to 50,Male,married,flight_attendant,1,Low,3,1,4,10,10,3,6,5,8,0,6,4,4,721.9
1634,51 or more,Male,divorced,flight_attendant,1,Low,7,1,10,10,6,7,8,7,6,5,10,5,2,735.5
1635,51 or more,Male,divorced,checkin_agent,1,Low,7,1,2,8,3,5,8,1,6,1,3,7,4,668
1636,25 to 35,Female,divorced,checkin_agent,1,Low,7,3,10,10,10,5,4,6,6,0,5,8,0,667.3
1637,36 to 50,Female,in a relation,checkin_agent,1,Low,6,2,10,10,10,3,1,10,8,5,10,4,4,728
1638,51 or more,Female,married,flight_attendant,1,Low,10,2,5,8,10,6,5,4,8,5,8,4,5,723.4
1639,Less than 25,Female,single,flight_attendant,1,Medium,5,2,6,10,10,6,3,4,7,4,3,5,4,677.3
1640,Less than 25,Female,divorced,flight_attendant,1,Medium,5,2,6,10,10,6,3,4,7,4,3,5,4,677.3
1641,36 to 50,Male,married,checkin_agent,1,Medium,2,4,6,5,10,4,3,3,6,0,3,0,5,646.3
1642,36 to 50,Female,single,checkin_agent,1,Medium,8,2,10,4,5,3,6,4,5,0,6,4,5,676.9
1643,51 or more,Female,married,checkin_agent,2,High,5,3,2,5,10,5,1,4,5,0,3,0,1,634.4
1644,Less than 25,Male,single,flight_attendant,1,Medium,6,1,3,2,6,2,2,6,8,2,6,3,1,672.8
1645,Less than 25,Male,single,checkin_agent,2,High,6,1,3,2,6,2,2,6,8,2,6,3,1,672.8
1646,51 or more,Female,divorced,flight_attendant,1,Medium,4,3,8,4,10,10,3,4,5,2,5,8,5,671.8
1647,25 to 35,Female,in a relation,checkin_agent,1,Low,3,4,3,8,10,1,0,1,9,1,3,0,2,598.9
1648,25 to 35,Male,divorced,flight_attendant,1,Medium,7,1,8,10,10,10,6,8,7,0,7,6,5,768.2
1649,Less than 25,Female,married,flight_attendant,2,High,8,3,3,4,6,1,1,4,8,2,3,1,3,652
1650,Less than 25,Female,in a relation,flight_attendant,2,High,9,4,4,7,4,7,3,5,9,4,7,8,4,683
1651,Less than 25,Female,in a relation,checkin_agent,1,Medium,4,3,4,3,6,6,3,2,6,5,2,2,4,607
1652,25 to 35,Female,single,flight_attendant,2,High,8,2,5,7,2,7,6,7,7,5,1,5,3,669.4
1653,Less than 25,Female,divorced,flight_attendant,1,Low,8,4,10,3,10,3,5,2,8,3,1,5,1,656.7
1654,25 to 35,Female,divorced,flight_attendant,1,Low,10,5,0,10,7,3,6,7,5,7,2,0,2,619.7
1655,36 to 50,Female,divorced,flight_attendant,1,Low,7,4,5,4,10,2,6,6,7,0,9,3,4,703.2
1656,25 to 35,Female,married,flight_attendant,1,Medium,8,5,4,10,10,2,1,1,7,2,3,1,3,635.9
1657,25 to 35,Male,single,checkin_agent,1,Medium,9,2,4,3,7,0,2,6,6,10,1,4,1,633.3
1658,51 or more,Female,in a relation,checkin_agent,1,Medium,6,2,7,4,7,3,4,3,5,0,7,5,5,678.4
1659,36 to 50,Male,divorced,checkin_agent,1,Medium,7,4,2,10,10,10,4,10,7,0,10,2,2,721
1660,25 to 35,Male,divorced,flight_attendant,1,Low,5,0,4,10,10,4,3,3,5,0,2,4,1,681.8
1661,25 to 35,Male,married,flight_attendant,1,Low,9,2,7,8,10,1,7,6,6,1,0,7,4,674.1
1662,25 to 35,Female,married,checkin_agent,1,Medium,9,3,9,10,5,7,3,10,6,0,3,7,3,739.5
1663,Less than 25,Male,in a relation,flight_attendant,1,Medium,9,1,4,1,10,6,0,4,8,0,7,2,0,655.4
1664,Less than 25,Female,single,flight_attendant,1,Medium,8,3,4,3,10,3,7,4,8,0,3,5,3,694.5
1665,25 to 35,Male,divorced,checkin_agent,1,Low,3,2,3,3,4,1,1,8,7,3,3,1,5,650.9
1666,51 or more,Male,married,checkin_agent,1,Low,3,3,5,2,4,0,4,6,7,0,0,0,2,602.9
1667,25 to 35,Female,single,flight_attendant,2,High,2,3,2,2,2,1,5,1,8,0,2,4,0,602.1
1668,36 to 50,Female,single,checkin_agent,1,Medium,2,4,5,3,7,3,5,6,7,4,3,2,4,621.6
1669,36 to 50,Male,single,checkin_agent,2,High,5,1,1,2,5,5,2,10,8,0,2,2,3,671.9
1670,36 to 50,Male,single,flight_attendant,1,Medium,10,4,10,10,10,10,6,6,6,10,10,6,2,708.1
1671,25 to 35,Female,single,flight_attendant,2,High,6,2,7,4,5,2,2,8,7,2,10,4,2,683.2
1672,36 to 50,Male,in a relation,flight_attendant,1,Low,5,5,2,1,10,3,4,5,8,10,0,0,5,585.9
1673,25 to 35,Male,married,flight_attendant,1,Low,4,3,10,10,9,7,8,8,5,10,10,3,1,710
1674,36 to 50,Female,single,checkin_agent,2,High,3,5,6,7,7,2,2,2,6,0,9,1,3,634.2
1675,25 to 35,Female,divorced,flight_attendant,1,Medium,3,3,3,5,2,2,0,10,7,0,4,2,4,620.7
1676,25 to 35,Female,married,flight_attendant,1,Low,7,5,4,4,9,5,6,5,8,7,3,5,2,631.8
1677,36 to 50,Male,married,checkin_agent,1,Low,5,5,6,1,2,1,0,6,6,10,8,0,2,578.9
1678,25 to 35,Female,married,flight_attendant,2,High,7,1,10,6,7,3,3,8,8,0,2,8,5,734.4
1679,36 to 50,Female,single,flight_attendant,1,Low,4,4,4,8,10,7,6,3,6,10,10,7,1,654.8
1680,51 or more,Male,divorced,flight_attendant,1,Low,9,2,10,10,7,8,5,2,7,10,10,7,5,716
1681,Less than 25,Female,divorced,checkin_agent,1,Medium,7,3,8,10,5,5,3,2,8,0,6,2,2,670.3
1682,51 or more,Male,in a relation,flight_attendant,1,Low,8,2,5,4,10,4,3,1,9,0,10,1,4,717.9
1683,36 to 50,Female,married,checkin_agent,2,High,7,5,4,10,10,5,1,10,6,0,5,1,5,710.6
1684,36 to 50,Female,divorced,checkin_agent,1,Medium,6,3,10,10,10,3,5,10,7,0,4,2,5,714.2
1685,Less than 25,Male,married,flight_attendant,1,Low,4,3,3,3,4,7,2,5,6,10,7,2,2,641.6
1686,25 to 35,Female,divorced,checkin_agent,2,High,3,1,7,2,6,3,2,2,5,0,3,2,2,637.4
1687,36 to 50,Female,in a relation,flight_attendant,2,High,5,2,6,5,2,3,2,5,8,10,6,2,5,631.8
1688,25 to 35,Male,married,checkin_agent,2,High,1,2,6,3,2,5,7,1,8,0,10,3,5,712.6
1689,25 to 35,Female,divorced,flight_attendant,2,High,3,2,4,5,5,5,1,1,7,0,3,2,2,671.6
1690,36 to 50,Male,in a relation,flight_attendant,1,Medium,5,5,6,1,2,1,0,6,6,10,8,0,2,578.9
1691,51 or more,Female,single,checkin_agent,2,High,6,5,8,9,10,2,2,6,6,8,4,1,4,658.8
1692,25 to 35,Male,divorced,checkin_agent,2,High,1,2,6,3,2,5,7,1,8,0,10,3,5,712.6
1693,25 to 35,Male,single,flight_attendant,1,Medium,0,3,6,3,0,1,0,2,10,0,5,3,3,624.8
1694,36 to 50,Female,divorced,flight_attendant,2,High,9,3,5,3,5,10,5,9,9,2,10,8,3,745
1695,36 to 50,Male,divorced,flight_attendant,1,Low,9,3,6,6,5,6,4,5,8,1,7,1,2,686.2
1696,36 to 50,Female,married,checkin_agent,2,High,7,5,10,5,5,10,3,2,8,0,10,5,2,687.3
1697,Less than 25,Male,divorced,checkin_agent,2,High,7,1,6,2,10,6,4,6,8,0,10,2,1,696.6
1698,25 to 35,Female,divorced,flight_attendant,2,High,5,4,10,10,3,4,3,10,7,0,6,5,4,698.9
1699,36 to 50,Male,divorced,checkin_agent,2,High,3,1,3,2,3,3,1,7,8,0,3,1,3,678.1
1700,Less than 25,Male,single,checkin_agent,1,Medium,4,4,5,1,8,6,3,2,6,3,5,1,2,637.6
1701,Less than 25,Male,married,flight_attendant,1,Low,3,5,10,10,4,6,3,2,6,0,8,1,1,651.2
1702,25 to 35,Female,divorced,flight_attendant,2,High,7,1,4,8,10,4,4,10,8,0,2,3,5,731.4
1703,25 to 35,Female,married,flight_attendant,2,High,2,2,3,2,5,1,3,4,7,3,5,1,1,648.4
1704,51 or more,Male,in a relation,checkin_agent,2,High,1,2,8,10,7,10,5,5,7,0,7,10,3,711.5
1705,36 to 50,Female,in a relation,checkin_agent,2,High,7,3,5,10,6,1,3,1,7,1,5,1,4,659.7
1706,51 or more,Female,single,checkin_agent,2,High,8,2,9,4,4,6,1,7,8,0,8,2,3,712.1
1707,25 to 35,Male,single,flight_attendant,1,Low,5,2,8,7,10,5,6,3,5,1,5,4,2,676.7
1708,25 to 35,Male,single,flight_attendant,1,Medium,10,0,3,1,1,0,2,2,8,10,0,2,1,600.6
1709,36 to 50,Female,in a relation,checkin_agent,2,High,7,1,5,6,6,3,3,8,9,0,6,3,4,727.8
1710,25 to 35,Male,divorced,flight_attendant,1,Medium,6,1,1,10,10,6,6,7,5,10,7,2,3,650.3
1711,25 to 35,Male,married,flight_attendant,1,Medium,6,3,10,6,10,5,2,8,7,0,8,2,5,727.4
1712,25 to 35,Female,in a relation,checkin_agent,2,High,5,4,10,10,3,4,3,10,7,0,6,5,4,698.9
1713,51 or more,Female,divorced,checkin_agent,2,High,5,1,6,8,2,7,4,7,8,0,7,2,5,700.2
1714,25 to 35,Male,married,flight_attendant,1,Medium,5,3,5,5,5,5,5,5,5,5,5,5,3,649.9
1715,36 to 50,Male,divorced,checkin_agent,2,High,4,3,4,5,5,5,5,5,5,5,3,5,3,641.4
1716,25 to 35,Male,in a relation,flight_attendant,1,Low,5,1,4,3,5,5,4,5,5,5,4,4,3,622.7
1717,25 to 35,Male,married,flight_attendant,1,Medium,6,3,2,10,10,7,10,2,5,0,10,1,3,722.4
1718,25 to 35,Male,divorced,checkin_agent,1,Low,4,2,5,5,3,3,5,5,7,4,4,7,3,633.3
1719,51 or more,Female,in a relation,flight_attendant,2,High,9,4,9,10,5,10,3,6,7,0,10,1,4,730.4
1720,36 to 50,Male,divorced,flight_attendant,1,Medium,8,2,4,3,10,3,4,1,6,0,5,1,2,654.4
1721,Less than 25,Male,married,checkin_agent,1,Medium,2,2,6,6,2,3,5,6,6,1,5,8,1,658.8
1722,36 to 50,Female,divorced,flight_attendant,2,High,8,5,5,4,10,8,4,5,6,10,8,6,2,685.8
1723,Less than 25,Male,married,flight_attendant,1,Medium,3,2,7,5,4,3,2,6,5,0,2,4,1,651.8
1724,36 to 50,Male,divorced,checkin_agent,2,High,6,2,2,3,5,3,1,5,5,0,4,3,1,643.1
1725,25 to 35,Female,single,checkin_agent,2,High,5,4,10,10,3,4,3,10,7,0,6,5,4,698.9
1726,25 to 35,Female,single,checkin_agent,2,High,3,4,3,0,7,5,1,1,8,0,5,2,0,619.1
1727,Less than 25,Male,single,flight_attendant,1,Medium,4,5,5,6,10,10,8,4,4,0,10,3,0,668.2
1728,36 to 50,Male,married,checkin_agent,2,High,3,1,2,0,3,0,8,10,8,0,0,4,5,690.6
1729,Less than 25,Male,single,checkin_agent,1,Low,5,2,10,4,10,8,6,7,8,5,10,6,5,724
1730,25 to 35,Female,in a relation,checkin_agent,1,Low,2,4,2,3,6,2,1,4,7,3,0,2,2,583.8
1731,36 to 50,Male,married,flight_attendant,1,Medium,4,3,2,7,10,5,9,6,6,0,4,6,5,711.5
1732,36 to 50,Female,divorced,checkin_agent,2,High,10,1,3,10,2,0,0,9,8,10,5,2,2,671.7
1733,36 to 50,Female,single,flight_attendant,2,High,4,2,4,6,10,8,4,8,10,0,8,1,5,733.1
1734,25 to 35,Male,divorced,flight_attendant,1,Low,3,4,4,0,6,1,1,3,7,0,5,1,1,641.4
1735,51 or more,Female,single,flight_attendant,2,High,4,3,8,6,8,8,6,9,7,0,5,4,5,700.4
1736,36 to 50,Female,single,flight_attendant,2,High,6,5,4,10,2,2,2,1,7,0,10,3,2,642.7
1737,36 to 50,Female,divorced,checkin_agent,2,High,6,5,4,10,2,2,2,1,7,0,10,3,2,642.7
1738,36 to 50,Male,divorced,flight_attendant,1,Medium,8,2,5,10,10,6,6,7,8,3,10,3,5,720.6
1739,25 to 35,Female,divorced,flight_attendant,2,High,2,1,4,5,10,6,1,9,7,0,10,5,3,698.7
1740,36 to 50,Female,in a relation,checkin_agent,2,High,5,3,10,10,10,10,6,10,6,0,10,7,2,729.3
1741,51 or more,Female,in a relation,flight_attendant,2,High,4,4,4,5,10,1,2,2,9,0,2,0,5,658.6
1742,36 to 50,Male,divorced,flight_attendant,1,Medium,7,3,6,3,6,3,2,2,6,0,6,0,2,635.9
1743,51 or more,Male,in a relation,checkin_agent,2,High,1,0,0,0,10,3,4,8,8,0,5,0,3,664.7
1744,36 to 50,Female,in a relation,checkin_agent,2,High,7,3,8,9,10,4,8,9,6,5,3,7,4,700.2
1745,36 to 50,Female,in a relation,checkin_agent,1,Low,4,3,5,10,8,4,1,4,8,3,10,4,4,674.1
1746,51 or more,Female,divorced,checkin_agent,2,High,7,5,4,4,10,1,6,7,6,0,3,8,4,686.2
1747,25 to 35,Female,single,checkin_agent,2,High,3,5,3,6,4,6,2,3,7,3,7,1,5,643.1
1748,25 to 35,Female,married,flight_attendant,1,Medium,8,4,1,10,10,3,1,1,7,10,3,3,5,647.8
1749,25 to 35,Male,divorced,checkin_agent,1,Medium,3,4,9,4,10,4,2,10,5,1,3,2,3,644.1
1750,25 to 35,Male,married,flight_attendant,1,Low,5,5,6,1,4,1,0,4,9,2,7,1,3,609.7
1751,25 to 35,Male,single,checkin_agent,2,High,5,1,8,10,5,8,5,1,9,0,10,7,3,723
1752,25 to 35,Male,married,flight_attendant,1,Medium,5,1,8,10,5,8,5,1,9,0,10,7,3,723
1753,25 to 35,Male,in a relation,flight_attendant,1,Low,7,1,2,3,5,5,1,6,9,10,5,4,1,659.4
1754,25 to 35,Female,in a relation,flight_attendant,2,High,0,2,4,10,10,0,2,10,7,3,3,2,2,668.3
1755,25 to 35,Female,single,flight_attendant,2,High,4,3,2,2,8,3,0,3,8,8,4,0,1,600.8
1756,25 to 35,Female,in a relation,flight_attendant,1,Low,5,4,0,0,3,3,1,5,7,5,3,5,2,597.6
1757,25 to 35,Male,in a relation,checkin_agent,2,High,8,3,6,5,7,5,3,1,8,0,10,10,1,682
1758,25 to 35,Male,married,checkin_agent,2,High,8,3,6,5,7,5,3,1,8,0,10,10,1,682
1759,25 to 35,Female,in a relation,flight_attendant,1,Low,8,3,5,10,10,3,9,10,8,3,10,4,3,692.3
1760,36 to 50,Female,in a relation,checkin_agent,2,High,3,3,4,8,10,5,3,3,6,2,6,4,2,641.2
1761,51 or more,Male,divorced,flight_attendant,1,Medium,5,1,2,3,2,4,1,8,8,0,3,3,2,678.3
1762,51 or more,Female,single,checkin_agent,2,High,8,1,4,2,2,2,2,5,8,0,10,1,4,682.8
1763,Less than 25,Male,in a relation,checkin_agent,1,Low,5,0,6,10,10,4,1,5,8,0,1,1,2,677.7
1764,51 or more,Female,divorced,flight_attendant,2,High,8,3,10,10,10,5,4,7,6,2,6,4,2,684.5
1765,25 to 35,Female,single,checkin_agent,2,High,7,4,2,3,6,1,5,7,7,0,10,8,5,696.6
1766,51 or more,Female,married,flight_attendant,2,High,8,3,10,5,10,6,1,7,8,0,3,2,3,679.8
1767,25 to 35,Male,married,checkin_agent,1,Low,3,1,3,6,4,6,7,5,8,3,5,8,4,657.3
1768,25 to 35,Male,married,flight_attendant,1,Medium,7,4,3,2,9,1,2,5,7,2,2,2,4,660.5
1769,36 to 50,Female,single,flight_attendant,2,High,5,5,6,4,10,1,0,5,7,3,3,0,2,652
1770,36 to 50,Female,divorced,checkin_agent,2,High,6,3,7,6,5,7,4,8,8,6,5,2,4,669.8
1771,25 to 35,Female,married,flight_attendant,2,High,1,5,10,10,10,3,6,2,6,0,4,1,2,644.4
1772,51 or more,Female,divorced,checkin_agent,2,High,3,4,3,2,3,0,0,4,6,6,7,0,2,626.1
1773,36 to 50,Male,married,flight_attendant,1,Low,3,5,4,10,5,3,3,10,5,0,10,10,5,708.7
1774,36 to 50,Male,in a relation,checkin_agent,1,Low,4,3,3,2,4,3,5,2,7,7,4,2,3,593.6
1775,36 to 50,Female,single,checkin_agent,2,High,6,2,6,5,5,9,2,7,6,0,4,5,4,698.1
1776,25 to 35,Female,single,flight_attendant,1,Medium,8,1,5,2,8,3,2,6,7,0,3,4,1,659
1777,51 or more,Male,in a relation,checkin_agent,2,High,6,1,1,4,10,4,1,7,8,5,10,2,2,645.8
1778,25 to 35,Male,married,flight_attendant,1,Low,6,3,5,6,4,5,3,1,6,3,7,10,3,678.2
1779,25 to 35,Female,in a relation,checkin_agent,2,High,9,1,5,1,10,3,4,4,9,5,5,3,3,670.9
1780,51 or more,Female,single,flight_attendant,2,High,5,4,4,4,2,2,1,5,7,0,10,0,3,670.7
1781,25 to 35,Male,single,checkin_agent,2,High,7,3,3,4,8,8,1,2,7,6,10,3,1,665
1782,51 or more,Male,single,flight_attendant,1,Low,4,4,5,4,8,2,3,8,7,0,4,1,3,649.2
1783,25 to 35,Female,in a relation,flight_attendant,1,Medium,8,3,10,10,8,4,1,3,8,0,5,6,5,692.6
1784,51 or more,Male,single,flight_attendant,1,Medium,7,3,9,10,6,4,3,4,7,6,10,4,1,655.2
1785,36 to 50,Female,married,checkin_agent,2,High,4,4,6,7,10,3,3,2,7,1,8,3,2,658.2
1786,25 to 35,Male,divorced,flight_attendant,1,Low,3,5,4,3,2,4,0,1,9,0,5,0,3,598.9
1787,25 to 35,Female,divorced,checkin_agent,1,Medium,8,3,10,10,8,4,1,3,8,0,5,6,5,692.6
1788,25 to 35,Female,single,checkin_agent,1,Medium,4,1,2,2,5,3,1,1,8,0,10,0,1,597
1789,51 or more,Male,married,flight_attendant,1,Low,8,1,0,0,2,0,1,7,6,10,4,3,4,613.1
1790,36 to 50,Female,married,checkin_agent,2,High,7,4,5,4,10,3,2,3,7,0,10,1,4,689
1791,36 to 50,Female,in a relation,checkin_agent,1,Low,5,2,2,9,8,10,10,9,6,0,10,3,5,735.9
1792,36 to 50,Male,divorced,checkin_agent,1,Low,5,5,10,5,5,10,1,4,5,0,10,2,2,629.3
1793,51 or more,Male,married,checkin_agent,2,High,4,4,10,10,6,10,3,10,4,0,10,2,2,703.4
1794,Less than 25,Female,single,flight_attendant,2,High,3,3,10,5,9,10,7,10,7,0,10,4,5,748.2
1795,25 to 35,Male,divorced,checkin_agent,2,High,8,1,4,10,6,10,1,3,7,0,3,1,5,712.8
1796,36 to 50,Male,divorced,flight_attendant,1,Low,7,3,4,4,10,4,3,5,4,0,3,4,2,685.4
1797,36 to 50,Female,in a relation,checkin_agent,2,High,5,3,7,10,10,2,6,10,6,10,4,6,3,686.8
1798,36 to 50,Female,married,flight_attendant,1,Medium,4,4,4,2,6,1,2,5,5,0,4,0,2,604
1799,51 or more,Male,in a relation,checkin_agent,2,High,7,0,5,3,4,4,4,8,7,5,10,2,1,696.8
1800,25 to 35,Male,married,checkin_agent,1,Low,4,5,6,3,2,0,0,8,5,0,2,6,2,616.5
1801,51 or more,Female,single,checkin_agent,2,High,7,3,10,10,5,4,4,9,8,10,4,4,5,697.2
1802,25 to 35,Male,divorced,checkin_agent,1,Low,7,3,5,10,8,10,1,3,6,0,8,1,4,700.7
1803,36 to 50,Female,divorced,flight_attendant,2,High,3,3,10,8,10,6,4,10,6,0,10,2,4,717.4
1804,25 to 35,Male,in a relation,flight_attendant,1,Medium,0,3,8,2,8,4,3,4,8,0,5,4,1,650.3
1805,36 to 50,Male,married,flight_attendant,1,Low,5,2,5,10,10,1,2,2,6,0,3,0,2,622.3
1806,36 to 50,Male,divorced,checkin_agent,2,High,7,1,4,3,4,5,1,10,8,0,5,2,5,699.1
1807,36 to 50,Female,single,checkin_agent,2,High,2,2,4,2,5,2,2,3,7,3,2,1,4,639.7
1808,25 to 35,Female,in a relation,flight_attendant,2,High,5,0,10,10,10,4,5,10,8,0,5,10,4,753.5
1809,36 to 50,Male,divorced,flight_attendant,1,Low,7,4,6,10,10,2,8,10,9,10,10,0,5,673.8
1810,25 to 35,Male,divorced,checkin_agent,1,Medium,7,3,10,10,5,9,4,1,7,3,10,10,0,686.9
1811,36 to 50,Female,married,checkin_agent,2,High,9,0,10,10,10,4,9,10,9,0,10,8,3,777.5
1812,36 to 50,Female,single,checkin_agent,1,Medium,7,2,9,5,7,1,3,3,8,0,3,4,1,645
1813,51 or more,Male,single,checkin_agent,2,High,2,4,6,6,6,0,2,4,5,0,2,2,4,636.1
1814,36 to 50,Male,divorced,flight_attendant,1,Medium,8,5,8,7,7,7,8,10,6,0,10,10,2,717.4
1815,25 to 35,Female,married,checkin_agent,1,Medium,10,4,3,3,3,1,3,1,8,0,3,0,2,617.4
1816,36 to 50,Male,married,checkin_agent,2,High,4,3,7,5,10,0,5,10,9,10,0,0,5,661.9
1817,36 to 50,Male,in a relation,checkin_agent,2,High,4,3,6,8,6,0,4,10,9,10,0,0,5,646.6
1818,51 or more,Male,married,flight_attendant,1,Low,5,2,2,10,10,5,7,4,7,8,5,5,2,639.9
1819,25 to 35,Male,divorced,flight_attendant,1,Low,4,2,3,3,2,7,2,3,8,3,8,2,2,663.7
1820,36 to 50,Female,single,checkin_agent,2,High,8,3,5,10,10,5,7,10,8,10,8,10,5,745
1821,36 to 50,Female,in a relation,checkin_agent,2,High,3,4,6,3,7,3,1,2,6,8,5,0,2,627.4
1822,25 to 35,Female,married,flight_attendant,2,High,8,0,5,10,6,2,2,2,8,0,10,5,5,719.6
1823,25 to 35,Male,married,checkin_agent,2,High,4,2,3,0,0,3,2,1,6,3,4,1,1,591.5
1824,36 to 50,Female,in a relation,checkin_agent,2,High,9,1,3,3,5,6,6,8,6,0,6,4,3,676.2
1825,51 or more,Female,in a relation,checkin_agent,1,Low,7,2,3,5,5,5,2,8,7,0,8,1,4,667.9
1826,51 or more,Female,married,flight_attendant,1,Low,7,4,5,10,10,5,3,8,6,10,10,2,5,677.9
1827,36 to 50,Female,married,checkin_agent,2,High,8,2,7,5,10,4,2,6,7,0,4,1,4,718.5
1828,51 or more,Female,married,checkin_agent,2,High,7,4,10,10,10,10,7,3,7,0,10,7,2,733.2
1829,36 to 50,Male,divorced,checkin_agent,2,High,10,4,7,6,9,8,3,2,8,10,5,4,2,670.3
1830,25 to 35,Male,married,flight_attendant,1,Medium,7,2,1,6,4,8,1,4,9,10,3,10,1,679.4
1831,25 to 35,Male,divorced,flight_attendant,1,Medium,6,3,8,4,7,4,9,5,8,5,4,2,3,645.4
1832,25 to 35,Male,divorced,checkin_agent,2,High,7,2,1,4,7,3,3,3,6,7,1,3,4,651.4
1833,25 to 35,Female,married,checkin_agent,2,High,6,2,4,8,8,3,3,1,8,0,4,6,2,665
1834,51 or more,Female,divorced,flight_attendant,1,Low,8,3,8,5,4,2,3,2,6,7,10,2,4,642.7
1835,36 to 50,Female,single,checkin_agent,2,High,5,3,7,3,0,2,0,1,7,3,3,1,3,620.6
1836,51 or more,Female,single,flight_attendant,2,High,7,2,3,8,3,5,4,5,8,3,7,4,2,686.2
1837,25 to 35,Male,married,checkin_agent,1,Medium,8,3,4,3,6,3,8,7,6,0,2,4,1,655.6
1838,25 to 35,Female,single,flight_attendant,2,High,8,1,10,10,3,8,9,8,7,0,5,5,4,744.4
1839,36 to 50,Female,married,checkin_agent,2,High,10,0,5,10,10,3,7,9,7,0,10,3,5,749.7
1840,36 to 50,Female,in a relation,flight_attendant,2,High,10,0,5,10,10,3,7,9,7,0,10,3,5,749.7
1841,36 to 50,Male,divorced,checkin_agent,2,High,8,3,3,0,6,0,7,1,7,0,4,8,1,632.5
1842,25 to 35,Female,divorced,flight_attendant,2,High,8,3,3,10,10,2,1,10,8,0,5,8,4,697.4
1843,36 to 50,Male,single,checkin_agent,2,High,8,0,10,10,10,10,5,10,7,0,10,10,4,799.2
1844,36 to 50,Female,divorced,flight_attendant,2,High,9,1,8,5,7,6,2,5,8,0,5,4,4,710
1845,51 or more,Female,married,flight_attendant,2,High,10,3,4,10,3,10,3,7,8,0,5,6,4,730.8
1846,25 to 35,Male,single,flight_attendant,1,Medium,5,2,6,2,5,3,2,10,8,0,4,2,3,680.4
1847,51 or more,Male,married,flight_attendant,2,High,2,1,1,0,2,2,1,4,8,0,6,2,2,629.9
1848,51 or more,Male,single,flight_attendant,2,High,6,1,2,5,10,10,5,10,8,10,6,10,3,711
1849,25 to 35,Male,single,checkin_agent,2,High,6,1,5,3,6,2,1,1,7,5,3,2,2,649.5
1850,51 or more,Female,single,checkin_agent,2,High,10,3,4,10,3,10,3,7,8,0,5,6,4,730.8
1851,Less than 25,Female,single,checkin_agent,2,High,10,5,10,8,10,9,3,8,4,0,10,10,5,723.4
1852,Less than 25,Female,married,checkin_agent,2,High,3,4,8,6,10,4,4,6,6,0,7,1,2,675.8
1853,Less than 25,Female,single,checkin_agent,2,High,2,5,6,6,10,5,1,4,8,0,3,3,3,674.1
1854,Less than 25,Female,married,flight_attendant,2,High,5,5,5,5,8,3,2,4,8,5,0,0,1,609.5
1855,Less than 25,Female,married,flight_attendant,1,Medium,1,4,3,7,8,2,1,5,6,8,3,0,3,616.1
1856,Less than 25,Female,married,checkin_agent,1,Low,1,4,3,6,7,0,1,5,6,8,1,1,4,611
1857,25 to 35,Male,divorced,checkin_agent,2,High,2,2,3,2,10,2,2,10,7,10,10,1,4,668.3
1858,25 to 35,Female,divorced,checkin_agent,2,High,5,1,10,3,10,3,3,10,8,0,10,3,4,729.7
1859,25 to 35,Female,single,flight_attendant,2,High,4,1,10,3,10,4,3,10,8,0,10,1,5,729.7
1860,25 to 35,Female,single,checkin_agent,2,High,6,2,10,7,10,1,2,7,8,0,10,3,5,718.9
1861,25 to 35,Male,in a relation,checkin_agent,2,High,8,2,3,3,6,4,1,5,8,0,4,3,4,691.3
1862,25 to 35,Female,married,flight_attendant,2,High,6,2,6,5,1,1,3,4,7,2,2,1,1,646.7
